"slug","symbol","date","open","close","market_cap","rank","ret","cum_ret","log_ret","cum_log_ret","Code","market_cap_category"
"audius","AUDIO",2020-11-04,0.08,0.1,11933274.33,263,0.25,-0.79,0.22,-1.57,"BR2020","Under 50M"
"bitcoin-sv","BSV",2020-01-18,286.51,249.19,4540896971,70,-0.13,1.71,-0.14,0.98,"PB2020","Under 10B"
"enjin-coin","ENJ",2019-11-07,0.07,0.07,51248408.36,143,0,6.25,0,1.9,"PB2020","Under 100M"
"airtor-protocol","ATOR",2023-09-01,0.59,0.6,50562976.48,285,0.02,28.74,0.02,3.4,"PB2024","Under 100M"
"dextools","DEXT",2021-03-07,0.55,0.57,54635720.07,524,0.04,33.35,0.04,3.5,"CW2020","Under 100M"
"jasmy","JASMY",2022-01-11,0.07,0.07,336225095.3,92,0,-0.69,0,-1.19,"CW2020","Under 500M"
"combo-network","COMBO",2023-06-28,0.93,0.82,58113795.65,605,-0.12,Inf,-0.13,Inf,"PB2024","Under 100M"
"fetch","FET",2020-11-22,0.06,0.05,39884165.53,52,-0.17,-0.78,-0.18,-1.5,"BR2020","Under 50M"
"rocket-pool","RPL",2023-02-07,40.62,42.99,441913572.7,158,0.06,233.87,0.06,5.39,"PB2024","Under 500M"
"aragon","ANT",2023-03-15,2.41,2.3,92045126.49,184,-0.05,0.17,-0.05,0.19,"PB2024","Under 100M"
"arbitrum","ARB",2024-04-20,1.12,1.22,3224549917,41,0.09,-0.33,0.09,-0.39,"HD2024","Under 10B"
"hex","HEX",2022-09-20,0.03,0.03,5341371744,228,0,0.39,0,0.32,"CW2020","Under 10B"
"propy","PRO",2022-03-23,1.52,1.56,114918894.9,232,0.03,-0.32,0.03,-0.33,"CW2020","Under 500M"
"mask-network","MASK",2023-03-04,3.45,3.2,218040693,193,-0.07,-0.87,-0.08,-2.04,"PB2024","Under 500M"
"defichain","DFI",2020-10-12,0.21,0.2,75984085.82,575,-0.05,0.2,-0.05,0.19,"BR2020","Under 100M"
"sovryn","SOV",2023-08-04,0.36,0.36,11240010.11,395,0,-0.98,0,-4.27,"PB2024","Under 50M"
"vite","VITE",2021-07-11,0.05,0.05,23464189.73,775,0,71.15,0,4.29,"BR2020","Under 50M"
"paraswap","PSP",2023-04-27,0.04,0.04,2662079.03,809,0,0.4,0,0.27,"PB2024","Under 50M"
"marinade","MSOL",2022-03-22,92.01,93.96,46792298.3,214,0.02,-0.37,0.02,-0.45,"CW2020","Under 50M"
"mina","MINA",2023-01-10,0.47,0.48,386243967.7,89,0.02,-0.88,0.02,-2.15,"PB2024","Under 500M"
"rocket-vault-rocketx","RVF",2022-06-18,0.04,0.04,2327175.18,714,0,-0.83,0,-1.84,"CW2020","Under 50M"
"osmosis","OSMO",2023-12-20,1.36,1.43,703593459.2,115,0.05,-0.7,0.05,-1.2,"PB2024","Under 1B"
"qtum","QTUM",2022-03-20,6.35,6.94,687444325,163,0.09,-0.18,0.09,-0.18,"CW2020","Under 1B"
"arcblock","ABT",2023-08-03,0.08,0.08,8012957.01,266,0,-0.99,0,-4.25,"PB2024","Under 50M"
"chainge","XCHNG",2022-02-02,0.09,0.09,10370275.7,517,0,0.29,0,0.27,"CW2020","Under 50M"
"horizen","ZEN",2019-03-05,5.21,5.57,33137210.41,373,0.07,-0.65,0.07,-1.01,"PB2020","Under 50M"
"livepeer","LPT",2021-06-20,24.43,25.24,534093633.6,142,0.03,5.19,0.03,1.7,"CW2020","Under 1B"
"dynex","DNX",2023-12-02,0.94,0.99,77342465.77,638,0.05,5.44,0.05,1.89,"PB2024","Under 100M"
"renzo-restaked-eth","EZETH",2024-03-27,3612.89,3525.62,0,206,-0.02,0.18,-0.02,0.18,"PB2024","Under 50M"
"pivx","PIVX",2018-04-15,4.48,4.71,263500388,751,0.05,634.51,0.05,6.61,"CW2016","Under 500M"
"seedify-fund","SFUND",2023-08-30,0.65,0.64,32723038.46,320,-0.02,-0.34,-0.02,-0.27,"PB2024","Under 50M"
"decentraland","MANA",2022-01-18,2.91,2.86,5217721562,95,-0.02,806.41,-0.02,6.69,"CW2020","Under 10B"
"bounce-token","AUCTION",2024-01-06,23.29,24.15,156951196.7,417,0.04,-0.08,0.04,-0.02,"PB2024","Under 500M"
"fc-barcelona-fan-token","BAR",2023-10-09,2.19,2.09,21766569.54,758,-0.05,-0.65,-0.05,-1.16,"PB2024","Under 50M"
"metahero","HERO",2021-12-24,0.16,0.16,0,833,0,5.33,0,1.86,"CW2020","Under 50M"
"magic-token","MAGIC",2022-06-23,0.29,0.32,0,282,0.1,0.35,0.1,0.33,"CW2020","Under 50M"
"arweave","AR",2022-01-21,40.01,32.35,1080166852,49,-0.19,75.82,-0.21,4.25,"CW2020","Under 10B"
"metal","MTL",2018-01-04,9.68,11.01,212507804.1,406,0.14,5.2,0.13,1.76,"CW2016","Under 500M"
"energy-web-token","EWT",2021-01-14,6.78,6.99,210071439.1,534,0.03,5.96,0.03,1.97,"BR2020","Under 500M"
"xrp","XRP",2021-06-20,0.76,0.78,35873098744,7,0.03,275.19,0.03,5.55,"CW2020","Under 50B"
"rocket-vault-rocketx","RVF",2022-12-23,0.06,0.06,3843541.8,714,0,-0.79,0,-1.61,"PB2024","Under 50M"
"automata-network","ATA",2022-02-27,0.37,0.35,60400728.85,438,-0.05,-0.83,-0.06,-1.7,"CW2020","Under 100M"
"cellframe","CELL",2023-01-27,0.3,0.3,8637572.14,831,0,-0.93,0,-2.55,"PB2024","Under 50M"
"numeraire","NMR",2020-03-01,8.68,8.66,19743945.83,326,0,-0.72,0,-1.3,"PB2020","Under 50M"
"cronos","CRO",2024-02-09,0.08,0.09,2228183348,30,0.12,2.69,0.12,1.28,"PB2024","Under 10B"
"deso","DESO",2022-11-29,8.6,8.62,76622911.95,254,0,-0.94,0,-2.81,"CW2020","Under 100M"
"metal","MTL",2020-06-16,0.31,0.32,21261634.17,406,0.03,-0.86,0.03,-2.07,"BR2020","Under 50M"
"dao-maker","DAO",2024-03-15,1.69,1.67,256593549,346,-0.01,-0.59,-0.01,-0.86,"PB2024","Under 500M"
"chainlink","LINK",2022-04-01,16.91,17.31,8085041819,16,0.02,59.17,0.02,4.17,"CW2020","Under 10B"
"immutable-x","IMX",2022-07-05,0.96,0.99,233287292.5,37,0.03,-0.83,0.03,-1.83,"CW2020","Under 500M"
"maple","MPL",2023-03-26,4.88,4.93,21769130.98,557,0.01,-0.69,0.01,-1.3,"PB2024","Under 50M"
"injective","INJ",2021-09-18,10.68,10.87,354886832.5,47,0.02,9.39,0.02,2.34,"BR2020","Under 500M"
"usd-coin","USDC",2022-10-28,1,1,43766758333,6,0,0.02,0,0.03,"CW2020","Under 50B"
"trias-token","TRIAS",2023-06-09,3.81,3.59,5743114.67,445,-0.06,1.35,-0.06,0.91,"PB2024","Under 50M"
"frontier","FRONT",2023-05-31,0.18,0.17,15502903.69,495,-0.06,-0.81,-0.06,-1.61,"PB2024","Under 50M"
"civic","CVC",2019-09-18,0.04,0.05,15620202.31,313,0.25,-0.8,0.22,-1.51,"PB2020","Under 50M"
"shentu","CTK",2021-12-25,2,1.95,117677932.5,453,-0.03,0.07,-0.03,0,"CW2020","Under 500M"
"morpheus-network","MNW",2023-12-16,1.04,1.09,51249181.79,645,0.05,1.07,0.05,0.7,"PB2024","Under 100M"
"gemini-dollar","GUSD",2021-11-09,1,1,162919021.5,449,0,-0.14,0,-0.07,"CW2020","Under 500M"
"mdex","MDX",2022-10-07,0.06,0.06,56618794.03,678,0,-0.98,0,-4.06,"CW2020","Under 100M"
"math","MATH",2020-07-18,0.18,0.18,0,652,0,0.29,0,0.25,"BR2020","Under 50M"
"rlc","RLC",2017-08-27,0.67,0.66,51979953.41,283,-0.01,1.68,-0.02,0.97,"CW2016","Under 100M"
"tokenlon-network-token","LON",2023-08-04,0.44,0.44,19788686.06,440,0,-0.81,0,-1.61,"PB2024","Under 50M"
"ellipsis","EPS",2024-03-05,0.04,0.04,26374852.67,840,0,-0.74,0,-1.37,"PB2024","Under 50M"
"bitcoin-gold","BTG",2022-04-17,35.71,34.35,601562955.6,119,-0.04,-0.95,-0.04,-2.89,"CW2020","Under 1B"
"request","REQ",2021-12-17,0.4,0.38,381724225.2,371,-0.05,34702.85,-0.05,10.53,"CW2020","Under 500M"
"superfarm","SUPER",2022-04-01,0.81,0.87,353436521.4,141,0.07,-0.48,0.07,-0.71,"CW2020","Under 500M"
"immutable-x","IMX",2023-04-16,1.2,1.21,1108970088,37,0.01,-0.8,0.01,-1.67,"PB2024","Under 10B"
"coin98","C98",2021-11-23,3.15,3.19,589638836.5,267,0.01,2.98,0.01,1.4,"CW2020","Under 1B"
"viction","VIC",2022-10-09,0.44,0.45,41410740.03,525,0.02,-0.61,0.02,-0.65,"CW2020","Under 50M"
"get-protocol","GET",2021-09-07,3.67,3.09,35166850.7,769,-0.16,-0.71,-0.17,-1.26,"BR2020","Under 50M"
"webuy","WE",2023-09-09,0.28,0.27,0,764,-0.04,-0.96,-0.04,-3.17,"PB2024","Under 50M"
"rsk-infrastructure-framework","RIF",2024-01-03,0.13,0.12,121405931.9,293,-0.08,-0.68,-0.08,-1.11,"PB2024","Under 500M"
"groestlcoin","GRS",2023-12-06,0.58,0.58,48983216.8,632,0,322.51,0,5.73,"PB2024","Under 50M"
"zel","FLUX",2020-04-22,0.03,0.03,2961538.05,196,0,1.93,0,1.13,"PB2020","Under 50M"
"nuls","NULS",2022-05-02,0.39,0.38,37935384.32,513,-0.03,1.98,-0.03,1.37,"CW2020","Under 50M"
"badger-dao","BADGER",2023-05-20,2.55,2.55,49200044.7,487,0,-0.59,0,-1.03,"PB2024","Under 50M"
"forta","FORT",2022-06-24,0.34,0.31,0,401,-0.09,-0.66,-0.09,-1.06,"CW2020","Under 50M"
"icon","ICX",2020-08-25,0.61,0.58,325824473,252,-0.05,0.84,-0.05,0.61,"BR2020","Under 500M"
"litecoin","LTC",2021-03-10,203.64,200.52,13362305353,19,-0.02,19.04,-0.02,3.1,"CW2020","Under 50B"
"litentry","LIT",2022-05-24,0.65,0.64,23292538.88,656,-0.02,-0.87,-0.02,-2.02,"CW2020","Under 50M"
"litecoin","LTC",2017-11-30,86.25,88.33,4776295620,19,0.02,9.13,0.02,2.44,"BR2016","Under 10B"
"cream-finance","CREAM",2021-03-18,100.08,108.28,66739387.31,491,0.08,-0.31,0.08,-0.34,"CW2020","Under 100M"
"mines-of-dalarnia","DAR",2021-12-06,2.17,2.33,287041035.9,470,0.07,-0.35,0.07,-0.46,"CW2020","Under 500M"
"zel","FLUX",2022-08-08,0.62,0.64,164283283.3,196,0.03,578.53,0.03,6.48,"CW2020","Under 500M"
"webuy","WE",2024-04-16,0.08,0.06,22781776.83,764,-0.25,-0.99,-0.29,-4.56,"PB2024","Under 50M"
"tokenlon-network-token","LON",2021-04-18,6.71,6.01,137763781.4,440,-0.1,2.24,-0.11,1.15,"CW2020","Under 500M"
"whiteheart","WHITE",2021-12-21,534.92,543.63,4831767.84,626,0.02,-0.68,0.02,-1.18,"CW2020","Under 50M"
"symbiosis-finance","SIS",2023-06-30,0.16,0.16,6981166.83,847,0,-0.93,0,-2.7,"PB2024","Under 50M"
"tezos","XTZ",2021-05-30,3.21,3.29,2889075735,84,0.02,-0.38,0.02,-0.46,"CW2020","Under 10B"
"bone-shibaswap","BONE",2023-02-06,1.81,1.79,298736876.9,351,-0.01,0.58,-0.01,0.53,"PB2024","Under 500M"
"injective","INJ",2022-08-26,1.78,1.59,113058914.4,47,-0.11,0.29,-0.11,0.34,"CW2020","Under 500M"
"maple","MPL",2021-08-30,13.68,12.45,8041302.73,557,-0.09,-0.22,-0.09,-0.31,"BR2020","Under 50M"
"binance-usd","BUSD",2019-11-17,1.01,1.01,17932027.72,526,0,0.01,0,0.01,"PB2020","Under 50M"
"bluzelle","BLZ",2024-03-25,0.37,0.41,173414378.1,341,0.11,20.13,0.1,3.03,"PB2024","Under 500M"
"wootrade","WOO",2021-11-07,1.21,1.16,643150622.9,121,-0.04,Inf,-0.04,Inf,"CW2020","Under 1B"
"kusama","KSM",2022-08-26,48.54,44.38,375878694.9,246,-0.09,28.59,-0.09,3.33,"CW2020","Under 500M"
"flow","FLOW",2021-05-05,32.3,33.26,1129863336,64,0.03,3.34,0.03,1.49,"CW2020","Under 10B"
"quickswap","QUICK",2024-04-15,63.65,62.37,32058297.95,659,-0.02,-0.87,-0.02,-3.09,"PB2024","Under 50M"
"multi-collateral-dai","DAI",2021-09-10,1,1,6472242368,22,0,0,0,0.02,"BR2020","Under 10B"
"tether","USDT",2022-06-02,1,1,72488874871,3,0,0.12,0,0.15,"CW2020","Under 100B"
"zcash","ZEC",2018-07-17,191.09,210.43,920875397,173,0.1,-0.91,0.1,-2.21,"CW2016","Under 1B"
"decentraland","MANA",2022-10-07,0.69,0.69,1288748575,95,0,210.11,0,5.3,"CW2020","Under 10B"
"ergo","ERG",2022-12-09,1.34,1.36,79684763.01,429,0.01,-0.07,0.01,-0.17,"PB2024","Under 100M"
"gas","GAS",2019-01-03,2.37,2.25,22770425.33,175,-0.05,0.37,-0.05,0.34,"PB2020","Under 50M"
"joe","JOE",2021-10-01,3.19,3.17,0,290,-0.01,0.41,-0.01,0.33,"BR2020","Under 50M"
"steth","stETH",2022-04-23,2956.52,2936.02,10240031633,201,-0.01,2.86,-0.01,1.5,"CW2020","Under 50B"
"polkadot-new","DOT",2023-06-25,5.01,5.19,6225776298,14,0.04,0.45,0.04,0.49,"PB2024","Under 10B"
"liquity","LQTY",2024-02-02,1.27,1.29,122556581.5,434,0.02,-0.94,0.02,-2.73,"PB2024","Under 500M"
"keep-network","KEEP",2022-11-04,0.12,0.13,108939563.4,334,0.08,-0.89,0.08,-2.25,"CW2020","Under 500M"
"nuls","NULS",2022-01-11,0.62,0.64,63387529.05,513,0.03,4.12,0.03,1.86,"CW2020","Under 100M"
"oasys","OAS",2023-04-25,0.09,0.09,75113451.06,374,0,0.26,0,0.25,"PB2024","Under 100M"
"request","REQ",2017-10-28,0.05,0.05,28681246.79,371,0,-0.17,0,-0.18,"CW2016","Under 50M"
"metacraft","MCT",2024-02-14,0.97,0.97,51260710.5,650,0,17.41,0,2.98,"PB2024","Under 100M"
"metal","MTL",2020-03-08,0.31,0.26,16728711.8,406,-0.16,-0.89,-0.18,-2.28,"PB2020","Under 50M"
"prom","PROM",2021-09-24,17.36,15.87,260995375.8,297,-0.09,44.76,-0.09,3.87,"BR2020","Under 500M"
"hypergpt","HGPT",2024-03-28,0.07,0.08,0,761,0.14,7.88,0.13,2.2,"PB2024","Under 50M"
"dynex","DNX",2023-09-23,0.6,0.64,42469928.72,638,0.07,3.38,0.06,1.46,"PB2024","Under 50M"
"agoras-tokens","AGRS",2021-01-03,0.48,0.44,13283509.03,522,-0.08,4.29,-0.09,1.81,"BR2020","Under 50M"
"district0x","DNT",2022-04-01,0.08,0.09,52097387.22,542,0.12,178.41,0.12,5.3,"CW2020","Under 100M"
"loopring","LRC",2022-04-22,0.92,0.96,1275906982,177,0.04,44.4,0.04,3.87,"CW2020","Under 10B"
"acala","ACA",2024-04-16,0.11,0.11,105311232.8,431,0,-0.96,0,-3.2,"PB2024","Under 500M"
"usdk","USDK",2022-11-23,1,1,28732677.89,800,0,-0.05,0,-0.02,"CW2020","Under 50M"
"neopin","NPT",2023-03-01,1.09,1.09,29627648.33,565,0,-0.9,0,-2.23,"PB2024","Under 50M"
"radworks","RAD",2022-06-13,1.74,1.53,47181306.96,461,-0.12,-0.9,-0.13,-2.21,"CW2020","Under 50M"
"eos","EOS",2023-10-11,0.54,0.54,595233549.7,91,0,-0.58,0,-0.92,"PB2024","Under 1B"
"filecoin","FIL",2023-03-17,5.83,6.4,2600515970,31,0.1,-0.54,0.09,-1.01,"PB2024","Under 10B"
"icon","ICX",2018-02-22,4,3.76,1451551507,252,-0.06,8.94,-0.06,2.32,"CW2016","Under 10B"
"waves","WAVES",2017-10-17,4.04,3.92,392249000,237,-0.03,1.62,-0.03,0.98,"CW2016","Under 500M"
"iskra","ISK",2023-03-16,0.26,0.27,0,778,0.04,-0.41,0.04,-0.56,"PB2024","Under 50M"
"pivx","PIVX",2021-08-20,0.9,0.95,63521453.7,751,0.06,150.14,0.05,5.26,"BR2020","Under 100M"
"orca","ORCA",2023-12-22,8.71,7.41,0,366,-0.15,2.6,-0.16,1.21,"PB2024","Under 50M"
"guild-of-guardians","GOG",2023-03-22,0.07,0.07,26631205.77,378,0,-0.94,0,-2.88,"PB2024","Under 50M"
"tether","USDT",2021-05-05,1,1,52831054811,3,0,0.12,0,0.15,"CW2020","Under 100B"
"dragonchain","DRGN",2018-12-16,0.07,0.07,15873658.1,755,0,-0.84,0,-1.86,"CW2016","Under 50M"
"decred","DCR",2017-06-27,35.26,36.26,188667642.8,185,0.03,48.71,0.03,3.88,"BR2016","Under 500M"
"toncoin","TON",2021-09-20,0.69,0.6,0,9,-0.13,0.44,-0.14,0.29,"BR2020","Under 50M"
"kryll","KRL",2020-12-10,0.14,0.13,4043470.95,771,-0.07,1.75,-0.07,0.97,"BR2020","Under 50M"
"kujira","KUJI",2022-11-15,0.75,0.79,0,250,0.05,-0.99,0.05,-5.1,"CW2020","Under 50M"
"rlc","RLC",2018-06-15,1.08,1.08,86412400.06,283,0,3.03,0,1.44,"CW2016","Under 100M"
"algorand","ALGO",2021-02-04,0.74,0.71,901348056.5,60,-0.04,-0.79,-0.04,-1.47,"BR2020","Under 1B"
"measurable-data-token","MDT",2018-04-28,0.08,0.08,21875890.2,600,0,-0.91,0,-2.45,"CW2016","Under 50M"
"centrality","CENNZ",2021-08-20,0.08,0.08,92684199.43,792,0,86.7,0,4.49,"BR2020","Under 100M"
"kusama","KSM",2022-09-26,40.43,42.12,356722770.4,246,0.04,27.55,0.04,3.29,"CW2020","Under 500M"
"alchemy-pay","ACH",2023-03-13,0.03,0.03,173887912.1,234,0,2.92,0,1.35,"PB2024","Under 500M"
"games-for-a-living","GFAL",2024-02-25,0.03,0.03,51750682.96,580,0,2.34,0,1.22,"PB2024","Under 100M"
"airtor-protocol","ATOR",2023-04-11,0.16,0.15,0,285,-0.06,6.46,-0.06,2.01,"PB2024","Under 50M"
"nuco-cloud","NCDT",2021-12-16,0.06,0.06,362110.34,760,0,-0.95,0,-2.88,"CW2020","Under 50M"
"trac","TRAC",2024-03-21,3.87,3.49,73333698.02,621,-0.1,21185.51,-0.1,10.16,"PB2024","Under 100M"
"klaytn","KLAY",2021-10-26,1.61,1.61,4056378904,107,0,13.18,0,2.62,"BR2020","Under 10B"
"fc-barcelona-fan-token","BAR",2023-11-20,2.29,2.28,25497037.24,758,0,-0.62,0,-1.08,"PB2024","Under 50M"
"boson-protocol","BOSON",2021-10-28,1.74,2.38,132808728.9,509,0.37,-0.5,0.31,-0.68,"BR2020","Under 500M"
"polygon","MATIC",2021-08-10,1.13,1.16,7462673073,18,0.03,7060.81,0.03,8.8,"BR2020","Under 10B"
"paraswap","PSP",2022-06-15,0.03,0.03,2114795.88,809,0,-0.98,0,-4.07,"CW2020","Under 50M"
"elastos","ELA",2018-11-19,5.77,5.04,48388952.51,512,-0.13,-0.89,-0.14,-2.16,"CW2016","Under 50M"
"storj","STORJ",2017-07-06,0.66,0.65,28642510.49,262,-0.02,0.2,-0.02,0.2,"CW2016","Under 50M"
"chromia","CHR",2019-09-17,0.04,0.04,1939986.95,241,0,-0.56,0,-0.83,"PB2020","Under 50M"
"ergo","ERG",2018-08-13,2.08,2.09,829820.65,429,0,0.56,0,0.4,"CW2016","Under 50M"
"casper","CSPR",2022-09-06,0.03,0.03,153939196.5,174,0,-0.95,0,-3.02,"CW2020","Under 500M"
"zcash","ZEC",2019-04-16,67.4,69.66,441103529.1,173,0.03,-0.97,0.03,-3.37,"PB2020","Under 500M"
"ampleforth-governance-token","FORTH",2021-10-25,15.05,15.6,139758601.8,543,0.04,-0.72,0.04,-1.18,"BR2020","Under 500M"
"quickswap-new","QUICK",2023-11-25,0.05,0.05,30114636.39,671,0,-0.96,0,-3.5,"PB2024","Under 50M"
"pstake-finance","PSTAKE",2024-04-24,0.09,0.09,37865835.4,708,0,-0.47,0,-0.58,NA,"Under 50M"
"coin98","C98",2023-06-13,0.13,0.13,66773455.53,267,0,-0.86,0,-1.94,"PB2024","Under 100M"
"constellation","DAG",2022-02-22,0.14,0.15,184585650.3,402,0.07,82.54,0.07,4.38,"CW2020","Under 500M"
"vechain","VET",2021-02-06,0.03,0.03,1924586321,40,0,2.38,0,1.22,"BR2020","Under 10B"
"superrare","RARE",2023-10-09,0.06,0.06,29075503.84,489,0,-0.86,0,-1.96,"PB2024","Under 50M"
"stader","SD",2024-03-07,1.11,1.12,31741215.22,859,0.01,-0.85,0.01,-1.9,"PB2024","Under 50M"
"steem","STEEM",2020-02-11,0.21,0.23,81772282.88,359,0.1,-0.74,0.09,-1.36,"PB2020","Under 100M"
"dragonchain","DRGN",2020-08-12,0.07,0.07,25233809.22,755,0,1.29,0,0.81,"BR2020","Under 50M"
"alephium","ALPH",2024-03-27,2.52,2.81,207698315.7,302,0.12,1.38,0.11,0.79,"PB2024","Under 500M"
"shentu","CTK",2021-05-09,3.17,3.1,138348066.6,453,-0.02,0.96,-0.02,0.66,"CW2020","Under 500M"
"paid-network","PAID",2022-01-01,0.65,0.61,51018714.32,669,-0.06,-0.02,-0.06,-0.05,"CW2020","Under 100M"
"bitcoin-cash","BCH",2023-11-24,225.28,226.51,4432311381,15,0.01,-0.65,0.01,-1.07,"PB2024","Under 10B"
"measurable-data-token","MDT",2023-12-07,0.06,0.06,40870553.27,600,0,877.17,0,6.74,"PB2024","Under 50M"
"pivx","PIVX",2024-02-16,0.34,0.33,26896908.76,751,-0.03,39.77,-0.03,3.96,"PB2024","Under 50M"
"fio-protocol","FIO",2022-05-22,0.05,0.05,26630207.92,780,0,-0.67,0,-1.04,"CW2020","Under 50M"
"compound","COMP",2021-07-26,391.53,393.63,2115795109,148,0.01,3.32,0.01,1.54,"BR2020","Under 10B"
"rlc","RLC",2017-12-22,1.09,0.84,66132281.2,283,-0.23,2.14,-0.26,1.14,"CW2016","Under 100M"
"superrare","RARE",2023-12-14,0.12,0.12,76803518.9,489,0,-0.72,0,-1.27,"PB2024","Under 100M"
"bitcoin","BTC",2021-10-12,57526.83,56041.06,1.05593e+12,1,-0.03,250.52,-0.03,5.7,"BR2020","Above 1T"
"zcash","ZEC",2019-05-02,61.09,59.77,385338954.1,173,-0.02,-0.98,-0.02,-3.53,"PB2020","Under 500M"
"oraichain-token","ORAI",2021-11-20,14.14,13.21,27010493.41,362,-0.07,0.38,-0.07,0.34,"CW2020","Under 50M"
"monero","XMR",2020-08-15,91.43,90.05,1590811583,48,-0.02,34.54,-0.02,3.66,"BR2020","Under 10B"
"kryll","KRL",2018-11-04,0.07,0.07,852769.42,771,0,-0.11,0,-0.13,"CW2016","Under 50M"
"counterparty","XCP",2018-02-08,24.49,27.25,71310302.99,817,0.11,0.88,0.11,0.71,"CW2016","Under 100M"
"just","JST",2023-04-02,0.03,0.03,239552649.2,192,0,501.53,0,6.18,"PB2024","Under 500M"
"dydx-ethdydx","ETHDYDX",2023-06-02,2.01,2.11,330060205.9,117,0.05,Inf,0.05,Inf,"PB2024","Under 500M"
"irisnet","IRIS",2023-04-25,0.03,0.03,44260992.73,628,0,79.58,0,4.3,"PB2024","Under 50M"
"binance-usd","BUSD",2020-12-16,1,1,721742646.5,526,0,-0.01,0,0,"BR2020","Under 1B"
"router-protocol","ROUTE",2021-05-18,14.11,15.2,49833422.75,648,0.08,6.22,0.07,1.95,"CW2020","Under 50M"
"the-sandbox","SAND",2021-04-26,0.42,0.5,343134373.5,82,0.19,5.26,0.17,1.84,"CW2020","Under 500M"
"aptos","APT",2022-11-27,4.77,4.79,622090462.5,28,0,-0.43,0,-0.56,"CW2020","Under 1B"
"wrapped-bitcoin","WBTC",2022-08-31,19790.5,20023.1,4960925330,203,0.01,4.22,0.01,1.68,"CW2020","Under 10B"
"syscoin","SYS",2023-04-04,0.16,0.16,121343269.2,306,0,1775.95,0,7.57,"PB2024","Under 500M"
"elastos","ELA",2022-10-02,1.47,1.63,33103199.26,512,0.11,-0.98,0.1,-3.98,"CW2020","Under 50M"
"illuvium","ILV",2023-06-18,45.2,44.14,141971035.6,176,-0.02,-0.46,-0.02,-0.7,"PB2024","Under 500M"
"hopr","HOPR",2023-10-13,0.04,0.04,13542579.74,680,0,-0.95,0,-3.07,"PB2024","Under 50M"
"suku","SUKU",2024-01-20,0.05,0.05,8881760.02,754,0,0.05,0,0.12,"PB2024","Under 50M"
"streamr","DATA",2020-06-30,0.05,0.05,31116206.03,549,0,366.8,0,5.88,"BR2020","Under 50M"
"raydium","RAY",2024-02-14,1.07,1.11,285425820.4,161,0.04,-0.87,0.04,-1.91,"PB2024","Under 500M"
"axie-infinity","AXS",2022-02-10,67.55,63.47,3865826730,80,-0.06,303.41,-0.06,5.69,"CW2020","Under 10B"
"archloot","ALT",2023-06-03,0.42,0.43,0,670,0.02,-0.73,0.02,-2.31,"PB2024","Under 50M"
"tokenlon-network-token","LON",2021-06-23,3.01,3.17,80184102.13,440,0.05,0.72,0.05,0.5,"CW2020","Under 100M"
"enzyme","MLN",2019-07-29,4.62,5,5928752.84,579,0.08,-0.86,0.08,-1.8,"PB2020","Under 50M"
"bitcoin","BTC",2015-11-06,388.05,374.47,5545657295,1,-0.03,1.24,-0.04,0.84,"PB2016","Under 10B"
"bella-protocol","BEL",2021-09-19,1.98,1.92,92006138.48,564,-0.03,-0.67,-0.03,-1.19,"BR2020","Under 100M"
"propy","PRO",2019-12-24,0.07,0.07,3181547.56,232,0,-0.91,0,-2.38,"PB2020","Under 50M"
"wazirx","WRX",2023-11-08,0.12,0.13,48519735.04,481,0.08,0.14,0.08,0.2,"PB2024","Under 50M"
"smooth-love-potion","SLP",2020-10-10,0.03,0.03,0,315,0,2.1,0,1.13,"BR2020","Under 50M"
"bluzelle","BLZ",2021-12-16,0.24,0.23,73562275.86,341,-0.04,14.06,-0.04,2.71,"CW2020","Under 100M"
"aurory","AURY",2023-09-06,0.44,0.44,7791383.22,745,0,-0.98,0,-3.65,"PB2024","Under 50M"
"adventure-gold","AGLD",2022-07-17,0.41,0.4,27728665.88,466,-0.02,0.07,-0.02,0.01,"CW2020","Under 50M"
"ocean-protocol","OCEAN",2021-01-11,0.44,0.38,160161589.5,129,-0.14,1412.68,-0.15,7.38,"BR2020","Under 500M"
"0x0-ai-ai-smart-contract","0x0",2024-01-22,0.11,0.1,84818077.39,270,-0.09,29.5,-0.1,3.42,"PB2024","Under 100M"
"math","MATH",2023-06-18,0.08,0.08,9075071.35,652,0,-0.43,0,-0.48,"PB2024","Under 50M"
"terra-luna-v2","LUNA",2022-08-22,1.68,1.68,213708523.3,147,0,-0.91,0,-2.41,"CW2020","Under 500M"
"decimal","DEL",2022-03-09,0.12,0.11,0,661,-0.08,-0.61,-0.09,-0.93,"CW2020","Under 50M"
"iota","IOTA",2018-01-20,2.71,3,8352238343,102,0.11,4.01,0.1,1.63,"CW2016","Under 10B"
"paxos-standard","USDP",2023-07-13,0.99,1,565332704.6,360,0.01,0,0.01,0.02,"PB2024","Under 1B"
"celo","CELO",2021-07-23,2.42,2.4,638305580.1,155,-0.01,2.09,-0.01,1.07,"BR2020","Under 1B"
"dogwifhat","WIF",2024-01-14,0.28,0.32,317030058.3,38,0.14,0.93,0.13,0.69,"PB2024","Under 500M"
"counterparty","XCP",2019-10-02,1.74,1.74,4538989.84,817,0,-0.89,0,-2.1,"PB2020","Under 50M"
"derace","DERC",2024-04-22,0.26,0.27,32621207.04,710,0.04,-0.63,0.04,-0.87,NA,"Under 50M"
