"slug","symbol","date","open","close","market_cap","rank","ret","cum_ret","log_ret","cum_log_ret","Code","market_cap_category"
"elastos","ELA",2021-09-27,4.48,4.05,79603430.14,512,-0.1,-0.95,-0.1,-2.99,"BR2020","Under 100M"
"stellar","XLM",2021-10-29,0.34,0.36,8746636911,32,0.06,26.32,0.06,3.43,"BR2020","Under 10B"
"syntropy","NOIA",2023-03-21,0.05,0.05,34332397.18,386,0,13.16,0,2.63,"PB2024","Under 50M"
"waves","WAVES",2021-12-27,16.19,16.47,1763451517,237,0.02,7.04,0.02,2.09,"CW2020","Under 10B"
"celsius","CEL",2020-06-05,0.26,0.25,60743839.42,702,-0.04,1.93,-0.04,1.09,"BR2020","Under 100M"
"iostoken","IOST",2022-01-08,0.03,0.03,512327156.5,280,0,155.14,0,5.09,"CW2020","Under 1B"
"lisk","LSK",2023-09-01,0.7,0.69,88524041.57,261,-0.01,-0.92,-0.01,-2.39,"PB2024","Under 100M"
"enzyme","MLN",2019-04-28,7.52,7.53,8930865.06,579,0,-0.79,0,-1.37,"PB2020","Under 50M"
"trias-token","TRIAS",2023-07-09,3.97,3.86,6181436.52,445,-0.03,1.46,-0.03,0.99,"PB2024","Under 50M"
"frax-share","FXS",2022-05-20,6.58,6.24,101209901.8,181,-0.05,0.44,-0.05,0.38,"CW2020","Under 500M"
"trust-wallet-token","TWT",2021-05-12,0.97,0.87,217895456.8,151,-0.1,95.95,-0.11,4.64,"CW2020","Under 500M"
"rlc","RLC",2022-03-26,2.08,2.17,173775492.9,283,0.04,3.94,0.04,1.78,"CW2020","Under 500M"
"stader","SD",2022-12-23,0.28,0.27,2723746.71,859,-0.04,-0.96,-0.04,-3.33,"PB2024","Under 50M"
"strikecoin","STRX",2022-02-28,0.07,0.08,0,560,0.14,2.64,0.13,1.27,"CW2020","Under 50M"
"lazio-fan-token","LAZIO",2023-09-26,1.77,1.76,15141360.66,787,-0.01,-0.95,-0.01,-2.93,"PB2024","Under 50M"
"steem","STEEM",2020-09-19,0.17,0.17,66829564.77,359,0,-0.8,0,-1.6,"BR2020","Under 100M"
"dragonchain","DRGN",2021-03-06,0.12,0.13,47864387.37,755,0.08,2.65,0.08,1.29,"CW2020","Under 50M"
"wemix","WEMIX",2023-09-15,0.57,0.57,179487233.6,118,0,0.01,0,0.11,"PB2024","Under 500M"
"playdapp","PDA",2022-07-14,0.35,0.35,148670027.3,631,0,0.82,0,0.51,"CW2020","Under 500M"
"stasis-euro","EURS",2020-02-05,1.1,1.11,35544752.36,368,0.01,-0.01,0.01,-0.02,"PB2020","Under 50M"
"finschia","FNSA",2023-06-21,30.69,31.22,211346239.2,277,0.02,2.02,0.02,1.01,"PB2024","Under 500M"
"omg","OMG",2017-11-30,7.95,8.13,829546761.2,457,0.02,13.6,0.02,2.72,"BR2016","Under 1B"
"bitget-token-new","BGB",2022-11-13,0.18,0.18,0,59,0,1.1,0,0.68,"CW2020","Under 50M"
"fio-protocol","FIO",2022-10-29,0.04,0.04,26726340.34,780,0,-0.79,0,-1.49,"CW2020","Under 50M"
"frax","FRAX",2022-04-29,1,1,2689297043,217,0,-0.01,0,0,"CW2020","Under 10B"
"zigcoin","ZIG",2021-09-27,0.03,0.03,7923174.48,349,0,-0.7,0,-1.19,"BR2020","Under 50M"
"kwenta","KWENTA",2023-02-21,401.01,355.32,0,668,-0.11,1.19,-0.12,0.79,"PB2024","Under 50M"
"swissborg","BORG",2020-10-07,0.07,0.07,63783498.74,300,0,16.7,0,2.85,"BR2020","Under 100M"
"ava","AVA",2019-06-03,0.17,0.16,6369963.29,725,-0.06,0.45,-0.06,0.32,"PB2020","Under 50M"
"harrypotterobamasonic10inu-eth","BITCOIN",2023-07-24,0.05,0.04,0,462,-0.2,1,-0.22,0.69,"PB2024","Under 50M"
"bifrost","BFC",2023-09-16,0.04,0.04,53148394.61,464,0,0,0,-0.18,"PB2024","Under 100M"
"unifi-protocol-dao","UNFI",2022-02-15,5.19,5.56,28634502.64,735,0.07,0.12,0.07,0.15,"CW2020","Under 50M"
"gas","GAS",2021-02-21,4.66,9.8,99219270.87,175,1.1,3.69,0.74,1.52,"BR2020","Under 100M"
"arianee-protocol","ARIA20",2023-12-19,0.32,0.3,8376489.36,864,-0.06,-0.52,-0.06,-0.61,"PB2024","Under 50M"
"idex","IDEX",2022-12-24,0.04,0.04,26830596.14,606,0,1.63,0,0.95,"PB2024","Under 50M"
"tokocrypto","TKO",2022-12-27,0.24,0.26,28299759.53,503,0.08,-0.92,0.08,-2.45,"PB2024","Under 50M"
"ceek-vr","CEEK",2024-02-27,0.05,0.06,45279631.45,637,0.2,2.04,0.18,1.19,"PB2024","Under 50M"
"decred","DCR",2022-08-28,27.97,27.63,395254856.6,185,-0.01,42.1,-0.01,3.76,"CW2020","Under 500M"
"dogecoin","DOGE",2023-03-09,0.07,0.07,8754591056,8,0,3.38,0,1.56,"PB2024","Under 10B"
"waves","WAVES",2021-11-13,23.39,23.78,2537315174,237,0.02,10.71,0.02,2.48,"CW2020","Under 10B"
"art-de-finance","ADF",2024-03-26,1.42,1.4,190811543.9,484,-0.01,-0.8,-0.01,-1.6,"PB2024","Under 500M"
"monacoin","MONA",2017-08-21,0.39,0.44,23515884.35,823,0.13,16.7,0.12,2.92,"BR2016","Under 50M"
"steem-dollars","SBD",2022-12-05,2.16,2.17,25581620.86,599,0,-0.59,0,-0.59,"PB2024","Under 50M"
"pax-gold","PAXG",2021-08-28,1822.72,1821.32,328748283.8,160,0,0.42,0,0.33,"BR2020","Under 500M"
"xyo","XYO",2021-12-28,0.04,0.03,436428455.5,424,-0.25,1.22,-0.29,0.81,"CW2020","Under 500M"
"truefi-token","TRU",2023-06-19,0.04,0.04,41070797.85,384,0,-0.94,0,-2.8,"PB2024","Under 50M"
"ampleforth-governance-token","FORTH",2021-05-16,29.27,29.72,195751662,543,0.02,-0.46,0.02,-0.58,"CW2020","Under 500M"
"gemini-dollar","GUSD",2023-06-09,0.99,1,572841094,449,0.01,-0.16,0.01,-0.08,"PB2024","Under 1B"
"ondo-finance","ONDO",2024-03-28,0.86,0.91,1264900035,76,0.06,4.84,0.06,1.74,"PB2024","Under 10B"
"multiversx-egld","EGLD",2022-12-15,42.91,42.01,1001132509,75,-0.02,1.4,-0.02,0.86,"PB2024","Under 10B"
"kwenta","KWENTA",2023-05-27,321.04,348.8,43468811.8,668,0.09,1.28,0.08,0.83,"PB2024","Under 50M"
"zel","FLUX",2022-07-31,0.54,0.57,147044761.3,196,0.06,513.31,0.05,6.36,"CW2020","Under 500M"
"altava","TAVA",2022-08-24,2.46,1.86,0,707,-0.24,-0.61,-0.28,-0.94,"CW2020","Under 50M"
"morpheus-network","MNW",2021-03-12,1.98,2.06,97265673.71,645,0.04,2.92,0.04,1.35,"CW2020","Under 100M"
"aergo","AERGO",2021-12-04,0.38,0.34,88922004.73,574,-0.11,20.23,-0.11,3.11,"CW2020","Under 100M"
"steem-dollars","SBD",2019-08-16,0.84,0.82,6384431.77,599,-0.02,-0.8,-0.02,-1.4,"PB2020","Under 50M"
"tenset","10SET",2022-02-14,2.25,2.24,0,640,0,1.7,0,1.05,"CW2020","Under 50M"
"clash-of-lilliput","COL",2024-01-13,0.51,0.51,42182661.27,548,0,-0.28,0,-0.29,"PB2024","Under 50M"
"dydx-ethdydx","ETHDYDX",2021-10-09,21.92,21.77,1212047434,117,-0.01,Inf,-0.01,Inf,"BR2020","Under 10B"
"xrp","XRP",2020-09-27,0.24,0.24,10947604292,7,0,80.39,0,4.35,"BR2020","Under 50B"
"viberate","VIB",2023-08-31,0.04,0.04,8075850.65,841,0,10969.61,0,9.41,"PB2024","Under 50M"
"alitas","ALT",2021-08-16,0.89,0.89,53214027.02,623,0,0.28,0,-0.01,"BR2020","Under 100M"
"radix-protocol","XRD",2022-08-17,0.06,0.06,0,128,0,-0.61,0,-0.92,"CW2020","Under 50M"
"coreum","COREUM",2023-10-26,0.08,0.08,0,654,0,-0.9,0,-2.28,"PB2024","Under 50M"
"immutable-x","IMX",2023-04-01,1.14,1.09,947800090.7,37,-0.04,-0.82,-0.04,-1.76,"PB2024","Under 1B"
"susd","SUSD",2024-01-16,1,0.99,60144037.01,614,-0.01,-0.05,-0.01,0.04,"PB2024","Under 100M"
"symbol","XYM",2021-09-11,0.13,0.13,710902095.5,372,0,-0.66,0,-1.08,"BR2020","Under 1B"
"zynecoin","ZYN",2022-08-21,0.23,0.22,7134444.31,731,-0.04,-0.73,-0.04,-1.32,"CW2020","Under 50M"
"stride","STRD",2023-10-06,0.71,0.67,0,294,-0.06,0.12,-0.06,0.17,"PB2024","Under 50M"
"bonfida","FIDA",2021-09-23,6.23,6.33,284443263.9,683,0.02,9.11,0.02,2.3,"BR2020","Under 500M"
"pivx","PIVX",2023-01-20,0.28,0.29,20283445.92,751,0.04,39.06,0.04,3.96,"PB2024","Under 50M"
"strikecoin","STRX",2023-12-25,0.04,0.04,32655593.31,560,0,228.04,0,5.45,"PB2024","Under 50M"
"xrp","XRP",2019-09-28,0.24,0.24,10449975028,7,0,83.38,0,4.4,"PB2020","Under 50B"
"bitcoin-bep2","BTCB",2021-07-07,34164.14,33891.83,2477349374,205,-0.01,2.66,-0.01,1.31,"BR2020","Under 10B"
"limewire","LMWR",2023-11-19,0.18,0.26,11656994.61,505,0.44,-0.69,0.37,-1.16,"PB2024","Under 50M"
"ethereum","ETH",2017-03-29,50.57,53.13,4793424049,2,0.05,14.33,0.05,2.68,"BR2016","Under 10B"
"bone-shibaswap","BONE",2023-02-02,1.43,1.51,251124447.3,351,0.06,0.33,0.05,0.37,"PB2024","Under 500M"
"dash","DASH",2017-01-14,12.59,12.08,84881014.24,178,-0.04,28.5,-0.04,3.49,"BR2016","Under 100M"
"propy","PRO",2021-08-16,0.3,0.3,21178969,232,0,-0.85,0,-1.89,"BR2020","Under 50M"
"suku","SUKU",2021-10-19,0.52,0.53,62612269.3,754,0.02,11.86,0.02,2.64,"BR2020","Under 100M"
"vectorspace-ai","VXV",2021-01-22,0.31,0.3,0,686,-0.03,9.61,-0.03,2.35,"BR2020","Under 50M"
"dock","DOCK",2021-05-27,0.07,0.07,44767747.94,782,0,51.21,0,3.96,"CW2020","Under 50M"
"tether-gold","XAUt",2022-04-28,1892.8,1895.33,467245119.1,125,0,0.25,0,0.24,"CW2020","Under 500M"
"civic","CVC",2018-08-11,0.13,0.12,42339210,313,-0.08,-0.35,-0.08,-0.36,"CW2016","Under 50M"
"deso","DESO",2023-10-08,8.97,8.93,79360410.76,254,0,-0.95,0,-2.84,"PB2024","Under 100M"
"pundix-new","PUNDIX",2021-06-21,1.06,0.78,200706847.5,291,-0.26,-0.86,-0.31,-1.96,"CW2020","Under 500M"
"tezos","XTZ",2022-12-17,0.84,0.84,776826254.9,84,0,-0.87,0,-2.02,"PB2024","Under 1B"
"celestia","TIA",2024-04-05,12.31,11.84,2078030986,53,-0.04,4.96,-0.04,1.74,"PB2024","Under 10B"
"groestlcoin","GRS",2019-08-30,0.21,0.22,16306450.04,632,0.05,139.99,0.05,4.95,"PB2020","Under 50M"
"rei-network","REI",2022-10-12,0.03,0.03,28381755.87,475,0,-0.82,0,-1.69,"CW2020","Under 50M"
"groestlcoin","GRS",2023-05-05,0.4,0.41,33553370.54,632,0.02,230.9,0.02,5.36,"PB2024","Under 50M"
"maple","MPL",2022-12-15,3.89,3.87,17107471.55,557,-0.01,-0.76,-0.01,-1.52,"PB2024","Under 50M"
"gains-network","GNS",2023-05-26,4.71,4.9,149183701.1,403,0.04,2.93,0.04,1.44,"PB2024","Under 500M"
"mantra","OM",2022-01-08,0.13,0.13,53470674.93,126,0,-0.31,0,-0.49,"CW2020","Under 100M"
"livepeer","LPT",2020-03-25,0.73,0.73,0,142,0,-0.86,0,-2.03,"PB2020","Under 50M"
"radix","EXRD",2020-11-22,0.13,0.12,0,695,-0.08,-0.34,-0.08,-0.41,"BR2020","Under 50M"
"quickswap-new","QUICK",2023-01-10,0.05,0.05,0,671,0,-0.96,0,-3.5,"PB2024","Under 50M"
"wilder-world","WILD",2023-07-18,0.33,0.33,81749165.35,273,0,-0.7,0,-1.21,"PB2024","Under 100M"
"pendle","PENDLE",2023-01-26,0.09,0.09,16487650.05,67,0,-0.96,0,-3.23,"PB2024","Under 50M"
"usdk","USDK",2020-02-12,0.99,1,28540360.09,800,0.01,-0.03,0.01,-0.02,"PB2020","Under 50M"
"frontier","FRONT",2023-09-15,0.17,0.16,14574267.53,495,-0.06,-0.82,-0.06,-1.67,"PB2024","Under 50M"
"monacoin","MONA",2021-03-06,1.93,1.94,127385898.1,823,0.01,75.01,0.01,4.5,"CW2020","Under 500M"
"syscoin","SYS",2018-11-06,0.09,0.09,48670394.88,306,0,4.02,0,1.64,"CW2016","Under 50M"
"og-fan-token","OG",2022-12-10,3.17,3.14,5527554.39,827,-0.01,0.76,-0.01,0.59,"PB2024","Under 50M"
"enzyme","MLN",2017-07-11,51.67,46.4,27810601.56,579,-0.1,0.4,-0.11,0.43,"CW2016","Under 50M"
"keep-network","KEEP",2023-07-26,0.11,0.12,109427913.5,334,0.09,-0.9,0.09,-2.38,"PB2024","Under 500M"
"ren","REN",2020-09-19,0.24,0.24,214930479.2,541,0,122.11,0,4.85,"BR2020","Under 500M"
"clearpool","CPOOL",2023-07-08,0.03,0.03,8301943.19,496,0,Inf,0,Inf,"PB2024","Under 50M"
"internet-computer","ICP",2023-02-22,6.89,6.73,1959956414,20,-0.02,Inf,-0.02,Inf,"PB2024","Under 10B"
"gods-unchained","GODS",2024-03-16,0.4,0.36,101061268.1,535,-0.1,-0.93,-0.11,-2.73,"PB2024","Under 500M"
"stafi","FIS",2024-01-22,0.48,0.41,24489965.4,718,-0.15,-0.8,-0.16,-1.48,"PB2024","Under 50M"
"quant","QNT",2019-09-12,5.35,5.41,65263776.54,68,0.01,14.59,0.01,2.69,"PB2020","Under 100M"
"decred","DCR",2020-10-24,12.55,12.62,153478500.2,185,0.01,21.44,0.01,3.04,"BR2020","Under 500M"
"algorand","ALGO",2019-11-27,0.22,0.23,100957596.1,60,0.05,-0.92,0.04,-2.57,"PB2020","Under 500M"
"1inch","1INCH",2022-08-18,0.77,0.74,430341953,135,-0.04,-0.64,-0.04,-1.09,"CW2020","Under 500M"
"origin-protocol","OGN",2020-09-24,0.19,0.21,27200383.85,468,0.11,-0.08,0.1,-0.06,"BR2020","Under 50M"
"aleph-im","ALEPH",2021-08-27,0.26,0.28,30500679.94,544,0.08,1.08,0.07,0.67,"BR2020","Under 50M"
"polyswarm","NCT",2022-03-14,0.04,0.04,57139661.27,716,0,3.42,0,1.5,"CW2020","Under 100M"
"defi-pulse-index","DPI",2023-08-26,61.33,61.8,34544518.69,581,0.01,-0.55,0.01,-0.66,"PB2024","Under 50M"
"idex","IDEX",2019-05-26,0.04,0.04,7727428.1,606,0,0.33,0,0.29,"PB2020","Under 50M"
"velas","VLX",2021-07-06,0.04,0.04,94898081.01,679,0,14.31,0,2.76,"BR2020","Under 100M"
"icon","ICX",2019-10-05,0.17,0.17,84976473.82,252,0,-0.53,0,-0.72,"PB2020","Under 100M"
"uma","UMA",2022-02-13,6.33,6.04,394277892.2,265,-0.05,3.75,-0.05,1.75,"CW2020","Under 500M"
"xcad-network","XCAD",2023-03-13,1.42,1.51,59783599.67,692,0.06,-0.07,0.06,-0.1,"PB2024","Under 100M"
"cudos","CUDOS",2021-12-21,0.03,0.03,74571135.27,427,0,4,0,1.61,"CW2020","Under 100M"
"akash-network","AKT",2022-09-08,0.33,0.35,39350600.96,77,0.06,-0.18,0.06,-0.12,"CW2020","Under 50M"
"gmx","GMX",2021-12-27,24.11,24.74,0,243,0.03,0.38,0.03,0.34,"CW2020","Under 50M"
"axel","AXEL",2022-09-11,0.17,0.17,49056967.69,806,0,0.47,0,0.41,"CW2020","Under 50M"
"nem","XEM",2021-07-12,0.12,0.12,1080548571,186,0,7.79,0,2.17,"BR2020","Under 10B"
"tokocrypto","TKO",2022-04-19,0.74,0.75,81573488.14,503,0.01,-0.74,0.01,-1.28,"CW2020","Under 100M"
"acala","ACA",2023-05-18,0.06,0.06,36564351.61,431,0,-0.98,0,-3.8,"PB2024","Under 50M"
"stacks","STX",2022-09-29,0.33,0.33,438941319.1,27,0,0.08,0,0.27,"CW2020","Under 500M"
"iota","IOTA",2018-07-06,1.16,1.06,2959866208,102,-0.09,0.61,-0.09,0.52,"CW2016","Under 10B"
"ardor","ARDR",2018-06-09,0.24,0.23,229837815.8,430,-0.04,21.29,-0.04,3.16,"CW2016","Under 500M"
"joe","JOE",2023-04-26,0.5,0.5,167866519.8,290,0,-0.74,0,-1.4,"PB2024","Under 500M"
"dforce","DF",2023-05-24,0.05,0.05,21763921.94,851,0,-0.85,0,-1.83,"PB2024","Under 50M"
"wilder-world","WILD",2022-05-16,0.42,0.34,29195351.24,273,-0.19,-0.66,-0.21,-1.07,"CW2020","Under 50M"
"kleros","PNK",2022-04-12,0.08,0.08,47633464.69,846,0,6.16,0,1.94,"CW2020","Under 50M"
"keep-network","KEEP",2023-03-09,0.17,0.15,129998449.9,334,-0.12,-0.87,-0.13,-2.11,"PB2024","Under 500M"
"onyxcoin","XCN",2022-10-13,0.07,0.07,1529782897,571,0,0.19,0,0.22,"CW2020","Under 10B"
"curve-dao-token","CRV",2023-06-22,0.69,0.67,572106167.7,130,-0.03,-0.97,-0.03,-3.33,"PB2024","Under 1B"
"cobak-token","CBK",2022-01-28,2.17,2.23,54190995.57,527,0.03,-0.78,0.03,-1.55,"CW2020","Under 100M"
"mx-token","MX",2020-02-26,0.14,0.12,23572277.11,138,-0.14,0.1,-0.15,0.09,"PB2020","Under 50M"
"uniswap","UNI",2024-03-25,12.03,12.43,7444420413,23,0.03,2.31,0.03,1.22,"PB2024","Under 10B"
"wrapped-nxm","WNXM",2023-12-21,47.05,48.12,96065564.58,488,0.02,5.21,0.02,1.88,"PB2024","Under 100M"
"wrapped-eeth","weETH",2024-04-25,3248.22,3280.17,2558970963,208,0.01,0.35,0.01,0.35,NA,"Under 10B"
"vectorspace-ai","VXV",2021-07-15,1.96,1.94,0,686,-0.01,72.38,-0.01,4.26,"BR2020","Under 50M"
"numbers-protocol","NUM",2023-04-11,0.04,0.05,16255944,569,0.25,-0.95,0.22,-2.92,"PB2024","Under 50M"
"kava","KAVA",2023-09-08,0.67,0.67,502748851.8,101,0,-0.18,0,-0.18,"PB2024","Under 1B"
"metal","MTL",2019-01-19,0.24,0.25,9717225.06,406,0.04,-0.87,0.04,-2.09,"PB2020","Under 50M"
"yield-guild-games","YGG",2022-06-29,0.63,0.69,79850059.63,195,0.1,-0.62,0.09,-1.01,"CW2020","Under 100M"
"xpla","XPLA",2023-08-07,0.3,0.28,64907408.56,473,-0.07,-0.56,-0.07,-0.75,"PB2024","Under 100M"
"binance-usd","BUSD",2020-03-04,1,1,86107790.34,526,0,0.01,0,0.01,"PB2020","Under 100M"
"idex","IDEX",2024-04-25,0.06,0.06,52441203.69,606,0,2.69,0,1.35,NA,"Under 100M"
"defi-pulse-index","DPI",2020-10-21,73.15,75.56,0,581,0.03,-0.34,0.03,-0.43,"BR2020","Under 50M"
"star-atlas-polis","POLIS",2023-03-25,0.26,0.27,41014718.44,538,0.04,-0.98,0.04,-3.66,"PB2024","Under 50M"
"metal","MTL",2018-09-30,0.71,0.69,19332208.12,406,-0.03,-0.63,-0.03,-1.11,"CW2016","Under 50M"
"viction","VIC",2018-07-11,0.4,0.38,21130505,525,-0.05,-0.47,-0.05,-0.59,"CW2016","Under 50M"
"morpheus-network","MNW",2023-04-09,1.71,1.72,81055576.39,645,0.01,2.1,0.01,1.13,"PB2024","Under 100M"
"aergo","AERGO",2020-01-19,0.03,0.03,2653204.54,574,0,-0.56,0,-0.82,"PB2020","Under 50M"
"bancor","BNT",2019-11-16,0.32,0.32,20163165.5,460,0,-0.99,0,-4.53,"PB2020","Under 50M"
"agoras-tokens","AGRS",2016-08-11,0.13,0.13,5409810,522,0,-0.47,0,-0.63,"BR2016","Under 50M"
"keep-network","KEEP",2022-02-23,0.61,0.61,391742837.5,334,0,-0.41,0,-0.58,"CW2020","Under 500M"
"bora","BORA",2020-05-15,0.03,0.03,18019991.72,324,0,4.17,0,1.62,"BR2020","Under 50M"
"argentinefootballassociationfantoken","ARG",2022-08-09,3.77,3.57,5017504.15,836,-0.05,-0.32,-0.05,-0.34,"CW2020","Under 50M"
"aavegotchi","GHST",2024-04-01,1.95,3.22,169835377.5,454,0.65,1.92,0.5,1.25,"PB2024","Under 500M"
"veno-finance-vno","VNO",2023-06-02,0.15,0.15,0,550,0,-0.64,0,-1.05,"PB2024","Under 50M"
"unilend","UFT",2020-11-04,0.33,0.35,3808944.29,722,0.06,-0.54,0.06,-0.78,"BR2020","Under 50M"
"rocket-pool-eth","RETH",2023-11-23,2253.71,2253.51,0,210,0,-0.48,0,-0.78,"PB2024","Under 50M"
"counterparty","XCP",2020-12-14,1.26,1.25,3268533.85,817,-0.01,-0.93,-0.01,-2.5,"BR2020","Under 50M"
"multi-collateral-dai","DAI",2023-10-22,1,1,5350365066,22,0,0,0,0.02,"PB2024","Under 10B"
"bonfida","FIDA",2021-06-02,1.89,2.02,2021969172,683,0.07,2.41,0.07,1.28,"CW2020","Under 10B"
"uniswap","UNI",2021-10-07,25.26,25.54,15618435481,23,0.01,6,0.01,1.98,"BR2020","Under 50B"
"groestlcoin","GRS",2020-07-09,0.2,0.19,14574968.86,632,-0.05,126.9,-0.05,4.86,"BR2020","Under 50M"
"civic","CVC",2023-11-16,0.13,0.13,133367579.6,313,0,19.44,0,3.22,"PB2024","Under 500M"
"fio-protocol","FIO",2023-05-10,0.03,0.03,21639117.71,780,0,-0.85,0,-1.77,"PB2024","Under 50M"
"aergo","AERGO",2022-10-21,0.13,0.13,54547427.97,574,0,7.26,0,2.18,"CW2020","Under 100M"
"airdao","AMB",2018-01-08,1.32,1.43,206240229,789,0.08,8.85,0.08,2.31,"CW2016","Under 500M"
"og-fan-token","OG",2023-01-22,2.91,2.87,5043030.59,827,-0.01,0.65,-0.01,0.48,"PB2024","Under 50M"
"bitcoin-cash","BCH",2021-03-25,480.02,478.29,8939090247,15,0,-0.12,0,-0.13,"CW2020","Under 10B"
"basic-attention-token","BAT",2019-09-20,0.2,0.21,282654855.6,170,0.05,0.11,0.05,0.19,"PB2020","Under 500M"
"livepeer","LPT",2022-01-22,24.75,23.74,502551730.8,142,-0.04,3.87,-0.04,1.53,"CW2020","Under 1B"
"bitcoin-sv","BSV",2019-06-23,238.53,237.37,4237495802,70,0,1.68,0,0.95,"PB2020","Under 10B"
"rocket-pool","RPL",2021-09-01,18.63,19.8,203545555.8,158,0.06,102.2,0.06,4.71,"BR2020","Under 500M"
"polytrade","TRADE",2021-11-12,0.76,0.75,3250737.76,601,-0.01,2.28,-0.01,1.21,"CW2020","Under 50M"
"cortex","CTXC",2022-06-15,0.1,0.1,20620606.88,532,0,-0.78,0,-1.52,"CW2020","Under 50M"
"syntropy","NOIA",2023-11-15,0.03,0.03,23733221.5,386,0,41.69,0,3.74,"PB2024","Under 50M"
"radix-protocol","XRD",2022-10-23,0.05,0.05,0,128,0,-0.67,0,-1.1,"CW2020","Under 50M"
"seedify-fund","SFUND",2021-09-19,3.19,3.09,46917113.57,320,-0.03,4.48,-0.03,1.73,"BR2020","Under 50M"
"firo","FIRO",2024-02-17,1.77,1.82,24381431.29,839,0.03,0.73,0.03,0.72,"PB2024","Under 50M"
"bitmax-token","ASD",2021-06-24,0.36,0.37,274345502.9,723,0.03,5.98,0.03,1.94,"CW2020","Under 500M"
"neo","NEO",2019-12-16,8.97,8.4,592532815.8,69,-0.06,10.43,-0.07,2.5,"PB2020","Under 1B"
"suku","SUKU",2023-09-05,0.04,0.04,6695302.58,754,0,-0.14,0,-0.11,"PB2024","Under 50M"
"bitcoin","BTC",2015-05-01,235.94,232.08,3275574610,1,-0.02,0.59,-0.02,0.43,"CW2014","Under 10B"
"wemix","WEMIX",2022-08-29,2.08,2.11,260297381.3,118,0.01,2.7,0.01,1.4,"CW2020","Under 500M"
"pangolin","PNG",2021-08-02,0.93,0.92,19700985.57,482,-0.01,-0.61,-0.01,-0.95,"BR2020","Under 50M"
"morpheus-network","MNW",2019-05-13,0.17,0.18,5750621,645,0.06,-0.58,0.06,-0.83,"PB2020","Under 50M"
"gala","GALA",2022-11-07,0.04,0.04,252166027.4,63,0,45.25,0,3.83,"CW2020","Under 500M"
"basic-attention-token","BAT",2021-09-10,0.81,0.77,1141675711,170,-0.05,3.21,-0.05,1.52,"BR2020","Under 10B"
"coinex-token","CET",2022-05-18,0.04,0.04,30344429.32,788,0,156.72,0,5.02,"CW2020","Under 50M"
"chromia","CHR",2023-10-08,0.1,0.09,64663013.79,241,-0.1,265.5,-0.11,5.62,"PB2024","Under 100M"
"ardor","ARDR",2023-12-13,0.1,0.1,99893440.71,430,0,9.58,0,2.36,"PB2024","Under 100M"
"viction","VIC",2018-07-17,0.38,0.41,22562100,525,0.08,-0.42,0.08,-0.51,"CW2016","Under 50M"
"viction","VIC",2021-06-24,1.57,1.45,118804482.1,525,-0.08,0.44,-0.08,0.59,"CW2020","Under 500M"
"wrapped-ncg","WNCG",2023-11-27,0.09,0.08,25147595.96,770,-0.11,-0.98,-0.12,-4.21,"PB2024","Under 50M"
"aurora-near","AURORA",2022-08-23,1.31,1.32,85917765.05,393,0.01,-0.86,0.01,-2.05,"CW2020","Under 100M"
"onbuff","ONIT",2024-02-25,0.03,0.03,23013514.27,748,0,38.17,0,3.75,"PB2024","Under 50M"
"counterparty","XCP",2018-03-21,13.7,13.15,34406597.58,817,-0.04,-0.13,-0.04,-0.08,"CW2016","Under 50M"
"lto-network","LTO",2022-12-12,0.08,0.08,31380183.28,497,0,9.87,0,2.44,"PB2024","Under 50M"
"fc-porto","PORTO",2024-03-23,2.91,2.95,23023210.15,866,0.01,-0.67,0.01,-1.14,"PB2024","Under 50M"
"raydium","RAY",2023-11-26,0.39,0.38,91109833.89,161,-0.03,-0.95,-0.03,-2.94,"PB2024","Under 100M"
"ravencoin","RVN",2022-10-09,0.04,0.04,420573788.9,145,0,1074.79,0,6.99,"CW2020","Under 500M"
"zcash","ZEC",2023-10-16,25.15,25.65,418854220.6,173,0.02,-0.99,0.02,-4.67,"PB2024","Under 500M"
"suku","SUKU",2020-08-07,0.29,0.27,0,754,-0.07,-0.38,-0.07,-0.47,"BR2020","Under 50M"
"bancor","BNT",2019-09-23,0.4,0.38,23886455.55,460,-0.05,-0.99,-0.05,-4.27,"PB2020","Under 50M"
"decentraland","MANA",2021-02-04,0.18,0.17,263638122.9,95,-0.06,63.73,-0.06,4.14,"BR2020","Under 500M"
"solanium","SLIM",2023-08-20,0.03,0.03,3200132.28,837,0,-0.94,0,-2.66,"PB2024","Under 50M"
"lido-dao","LDO",2023-06-01,2.09,2.08,1830883474,56,0,-0.15,0,0,"PB2024","Under 10B"
"rocket-pool-eth","RETH",2022-10-07,1394.45,1380.91,0,210,-0.01,-0.69,-0.01,-1.24,"CW2020","Under 50M"
"router-protocol","ROUTE",2024-02-01,4.02,4.16,60022639.32,648,0.03,1.5,0.03,1.02,"PB2024","Under 100M"
"airtor-protocol","ATOR",2023-04-16,0.15,0.17,0,285,0.13,6.94,0.13,2.08,"PB2024","Under 50M"
"gamercoin","GHX",2022-04-23,0.05,0.05,21943564.41,479,0,-0.74,0,-1.3,"CW2020","Under 50M"
"guildfi","GF",2023-01-13,0.1,0.1,4107754.28,230,0,-0.97,0,-3.51,"PB2024","Under 50M"
"pangolin","PNG",2023-11-14,0.09,0.08,15206187.21,482,-0.11,-0.88,-0.12,-2.15,"PB2024","Under 50M"
